source name	characteristics[organism part]	characteristics[organism]	characteristics[disease]	characteristics[cell type]	assay name	comment[data file]	comment[instrument]	comment[fraction identifier]
2m__BB10_01_1027.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB10_01_1027.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB10_01_1027.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BB11_01_1028.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB11_01_1028.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB11_01_1028.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BB12_01_1029.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB12_01_1029.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB12_01_1029.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BB1_01_1018.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB1_01_1018.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB1_01_1018.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BB2_01_1019.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB2_01_1019.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB2_01_1019.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BB3_01_1020.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB3_01_1020.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB3_01_1020.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BB4_01_1021.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB4_01_1021.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB4_01_1021.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BB5_01_1022.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB5_01_1022.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB5_01_1022.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BB6_01_1023.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB6_01_1023.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB6_01_1023.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BB7_01_1024.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB7_01_1024.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB7_01_1024.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BB8_01_1025.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB8_01_1025.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB8_01_1025.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BB9_01_1026.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB9_01_1026.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB9_01_1026.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BC1_01_1030.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC1_01_1030.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC1_01_1030.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BC2_01_1031.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC2_01_1031.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC2_01_1031.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BC3_01_1032.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC3_01_1032.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC3_01_1032.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BC4_01_1033.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC4_01_1033.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC4_01_1033.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BC5_01_1034.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC5_01_1034.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC5_01_1034.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BC6_01_1035.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC6_01_1035.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC6_01_1035.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BC7_01_1036.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC7_01_1036.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC7_01_1036.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BC8_01_1037.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC8_01_1037.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC8_01_1037.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BA1_01_1819.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA1_01_1819.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA1_01_1819.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BA2_01_1820.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA2_01_1820.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA2_01_1820.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BA3_01_1821.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA3_01_1821.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA3_01_1821.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BA4_01_1822.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA4_01_1822.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA4_01_1822.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BA5_01_1823.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA5_01_1823.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA5_01_1823.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BA6_01_1824.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA6_01_1824.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA6_01_1824.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BA7_01_1825.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA7_01_1825.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA7_01_1825.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BA8_01_1826.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA8_01_1826.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA8_01_1826.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BA9_01_1827.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA9_01_1827.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA9_01_1827.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BA10_01_1828.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA10_01_1828.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA10_01_1828.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BA11_01_1829.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA11_01_1829.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA11_01_1829.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BA12_01_1830.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA12_01_1830.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA12_01_1830.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BB1_01_1831.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB1_01_1831.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB1_01_1831.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BB2_01_1832.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB2_01_1832.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB2_01_1832.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BB3_01_1833.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB3_01_1833.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB3_01_1833.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BB4_01_1834.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB4_01_1834.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB4_01_1834.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BB5_01_1835.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB5_01_1835.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB5_01_1835.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BB6_01_1836.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB6_01_1836.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB6_01_1836.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BB7_01_1837.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB7_01_1837.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB7_01_1837.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BB8_01_1838.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB8_01_1838.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB8_01_1838.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BB9_01_1839.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB9_01_1839.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB9_01_1839.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BB10_01_1840.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB10_01_1840.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB10_01_1840.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BB11_01_1841.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB11_01_1841.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB11_01_1841.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BC1_01_1843.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC1_01_1843.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC1_01_1843.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BC2_01_1844.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC2_01_1844.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC2_01_1844.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BC3_01_1845.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC3_01_1845.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC3_01_1845.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BC4_01_1846.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC4_01_1846.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC4_01_1846.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BC5_01_1847.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC5_01_1847.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC5_01_1847.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BC6_01_1848.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC6_01_1848.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC6_01_1848.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BC7_01_1849.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC7_01_1849.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC7_01_1849.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BC8_01_1850.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC8_01_1850.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC8_01_1850.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BC9_01_1851.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC9_01_1851.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC9_01_1851.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BC10_01_1852.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC10_01_1852.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC10_01_1852.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BC11_01_1853.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC11_01_1853.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC11_01_1853.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BD1_01_1855.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD1_01_1855.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD1_01_1855.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BD2_01_1856.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD2_01_1856.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD2_01_1856.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BD3_01_1857.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD3_01_1857.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD3_01_1857.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BD4_01_1858.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD4_01_1858.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD4_01_1858.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BD5_01_1859.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD5_01_1859.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD5_01_1859.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BD6_01_1860.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD6_01_1860.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD6_01_1860.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BD7_01_1861.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD7_01_1861.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD7_01_1861.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BD8_01_1862.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD8_01_1862.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD8_01_1862.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BD9_01_1863.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD9_01_1863.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD9_01_1863.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BD10_01_1864.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD10_01_1864.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD10_01_1864.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BD11_01_1865.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD11_01_1865.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD11_01_1865.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BD12_01_1866.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD12_01_1866.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BD12_01_1866.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BE1_01_1867.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE1_01_1867.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE1_01_1867.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BE2_01_1868.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE2_01_1868.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE2_01_1868.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BE3_01_1869.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE3_01_1869.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE3_01_1869.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BE4_01_1870.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE4_01_1870.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE4_01_1870.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BE5_01_1871.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE5_01_1871.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE5_01_1871.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BE6_01_1872.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE6_01_1872.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE6_01_1872.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BE7_01_1873.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE7_01_1873.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE7_01_1873.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BE8_01_1874.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE8_01_1874.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE8_01_1874.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BE9_01_1875.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE9_01_1875.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE9_01_1875.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BE10_01_1876.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE10_01_1876.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE10_01_1876.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BE11_01_1877.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE11_01_1877.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE11_01_1877.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BE12_01_1878.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE12_01_1878.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BE12_01_1878.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BA11_01_916.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BA11_01_916.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BA11_01_916.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BA12_01_917.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BA12_01_917.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BA12_01_917.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BB1_01_918.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB1_01_918.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB1_01_918.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BB2_01_919.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB2_01_919.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB2_01_919.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BB3_01_920.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB3_01_920.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB3_01_920.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BB4_01_921.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB4_01_921.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB4_01_921.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BB5_01_922.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB5_01_922.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB5_01_922.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
