source name	characteristics[organism part]	characteristics[organism]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[data file]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[separation]	comment[ionization]	comment[internalstandard]	comment[extraction]	comment[cleavage agent details]
601	skin of manus	Homo sapiens	no disease reported	animal	601	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA12_01_1017.mzXML	2m__BA12_01_1017.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	601	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
602	skin of manus	Homo sapiens	no disease reported	animal	602	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA1_01_1006.mzXML	2m__BA1_01_1006.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	602	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
603	skin of manus	Homo sapiens	no disease reported	animal	603	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA2_01_1007.mzXML	2m__BA2_01_1007.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	603	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
604	skin of manus	Homo sapiens	no disease reported	animal	604	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA3_01_1008.mzXML	2m__BA3_01_1008.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	604	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
605	skin of manus	Homo sapiens	no disease reported	animal	605	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA4_01_1009.mzXML	2m__BA4_01_1009.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	605	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
606	skin of manus	Homo sapiens	no disease reported	animal	606	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA5_01_1010.mzXML	2m__BA5_01_1010.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	606	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
607	skin of manus	Homo sapiens	no disease reported	animal	607	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA6_01_1011.mzXML	2m__BA6_01_1011.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	607	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
608	skin of manus	Homo sapiens	no disease reported	animal	608	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA7_01_1012.mzXML	2m__BA7_01_1012.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	608	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
609	skin of manus	Homo sapiens	no disease reported	animal	609	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA8_01_1013.mzXML	2m__BA8_01_1013.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	609	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
610	skin of manus	Homo sapiens	no disease reported	animal	610	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA9_01_1014.mzXML	2m__BA9_01_1014.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	610	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
611	skin of manus	Homo sapiens	no disease reported	animal	611	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB10_01_1027.mzXML	2m__BB10_01_1027.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	611	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
612	skin of manus	Homo sapiens	no disease reported	animal	612	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB11_01_1028.mzXML	2m__BB11_01_1028.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	612	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
613	skin of manus	Homo sapiens	no disease reported	animal	613	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB12_01_1029.mzXML	2m__BB12_01_1029.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	613	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
614	skin of manus	Homo sapiens	no disease reported	animal	614	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB1_01_1018.mzXML	2m__BB1_01_1018.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	614	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
615	skin of manus	Homo sapiens	no disease reported	animal	615	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB2_01_1019.mzXML	2m__BB2_01_1019.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	615	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
616	skin of manus	Homo sapiens	no disease reported	animal	616	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB3_01_1020.mzXML	2m__BB3_01_1020.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	616	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
617	skin of manus	Homo sapiens	no disease reported	animal	617	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB4_01_1021.mzXML	2m__BB4_01_1021.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	617	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
618	skin of manus	Homo sapiens	no disease reported	animal	618	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB5_01_1022.mzXML	2m__BB5_01_1022.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	618	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
619	skin of manus	Homo sapiens	no disease reported	animal	619	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB6_01_1023.mzXML	2m__BB6_01_1023.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	619	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
620	skin of manus	Homo sapiens	no disease reported	animal	620	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB7_01_1024.mzXML	2m__BB7_01_1024.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	620	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
621	skin of manus	Homo sapiens	no disease reported	animal	621	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB8_01_1025.mzXML	2m__BB8_01_1025.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	621	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
622	skin of manus	Homo sapiens	no disease reported	animal	622	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BB9_01_1026.mzXML	2m__BB9_01_1026.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	622	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
623	skin of manus	Homo sapiens	no disease reported	animal	623	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC1_01_1030.mzXML	2m__BC1_01_1030.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	623	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
624	skin of manus	Homo sapiens	no disease reported	animal	624	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC2_01_1031.mzXML	2m__BC2_01_1031.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	624	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
625	skin of manus	Homo sapiens	no disease reported	animal	625	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC3_01_1032.mzXML	2m__BC3_01_1032.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	625	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
626	skin of manus	Homo sapiens	no disease reported	animal	626	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC4_01_1033.mzXML	2m__BC4_01_1033.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	626	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
627	skin of manus	Homo sapiens	no disease reported	animal	627	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC5_01_1034.mzXML	2m__BC5_01_1034.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	627	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
628	skin of manus	Homo sapiens	no disease reported	animal	628	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC6_01_1035.mzXML	2m__BC6_01_1035.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	628	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
629	skin of manus	Homo sapiens	no disease reported	animal	629	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC7_01_1036.mzXML	2m__BC7_01_1036.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	629	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
630	skin of manus	Homo sapiens	no disease reported	animal	630	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC8_01_1037.mzXML	2m__BC8_01_1037.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	630	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
631	skin of manus	Homo sapiens	no disease reported	animal	631	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA1_01_1819.mzXML	11m__BA1_01_1819.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	631	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
632	skin of manus	Homo sapiens	no disease reported	animal	632	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA2_01_1820.mzXML	11m__BA2_01_1820.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	632	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
633	skin of manus	Homo sapiens	no disease reported	animal	633	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA3_01_1821.mzXML	11m__BA3_01_1821.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	633	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
634	skin of manus	Homo sapiens	no disease reported	animal	634	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA4_01_1822.mzXML	11m__BA4_01_1822.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	634	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
635	skin of manus	Homo sapiens	no disease reported	animal	635	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA5_01_1823.mzXML	11m__BA5_01_1823.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	635	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
636	skin of manus	Homo sapiens	no disease reported	animal	636	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA6_01_1824.mzXML	11m__BA6_01_1824.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	636	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
637	skin of manus	Homo sapiens	no disease reported	animal	637	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA7_01_1825.mzXML	11m__BA7_01_1825.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	637	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
638	skin of manus	Homo sapiens	no disease reported	animal	638	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA8_01_1826.mzXML	11m__BA8_01_1826.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	638	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
639	skin of manus	Homo sapiens	no disease reported	animal	639	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA9_01_1827.mzXML	11m__BA9_01_1827.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	639	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
640	skin of manus	Homo sapiens	no disease reported	animal	640	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA10_01_1828.mzXML	11m__BA10_01_1828.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	640	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
641	skin of manus	Homo sapiens	no disease reported	animal	641	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA11_01_1829.mzXML	11m__BA11_01_1829.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	641	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
642	skin of manus	Homo sapiens	no disease reported	animal	642	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BA12_01_1830.mzXML	11m__BA12_01_1830.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	642	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
643	skin of manus	Homo sapiens	no disease reported	animal	643	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB1_01_1831.mzXML	11m__BB1_01_1831.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	643	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
644	skin of manus	Homo sapiens	no disease reported	animal	644	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB2_01_1832.mzXML	11m__BB2_01_1832.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	644	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
645	skin of manus	Homo sapiens	no disease reported	animal	645	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB3_01_1833.mzXML	11m__BB3_01_1833.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	645	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
646	skin of manus	Homo sapiens	no disease reported	animal	646	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB4_01_1834.mzXML	11m__BB4_01_1834.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	646	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
647	skin of manus	Homo sapiens	no disease reported	animal	647	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB5_01_1835.mzXML	11m__BB5_01_1835.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	647	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
648	skin of manus	Homo sapiens	no disease reported	animal	648	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB6_01_1836.mzXML	11m__BB6_01_1836.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	648	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
649	skin of manus	Homo sapiens	no disease reported	animal	649	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB7_01_1837.mzXML	11m__BB7_01_1837.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	649	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
650	skin of manus	Homo sapiens	no disease reported	animal	650	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB8_01_1838.mzXML	11m__BB8_01_1838.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	650	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
651	skin of manus	Homo sapiens	no disease reported	animal	651	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB9_01_1839.mzXML	11m__BB9_01_1839.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	651	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
652	skin of manus	Homo sapiens	no disease reported	animal	652	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB10_01_1840.mzXML	11m__BB10_01_1840.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	652	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
653	skin of manus	Homo sapiens	no disease reported	animal	653	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB11_01_1841.mzXML	11m__BB11_01_1841.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	653	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
654	skin of manus	Homo sapiens	no disease reported	animal	654	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC1_01_1843.mzXML	11m__BC1_01_1843.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	654	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
655	skin of manus	Homo sapiens	no disease reported	animal	655	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC2_01_1844.mzXML	11m__BC2_01_1844.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	655	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
656	skin of manus	Homo sapiens	no disease reported	animal	656	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC3_01_1845.mzXML	11m__BC3_01_1845.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	656	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
657	skin of manus	Homo sapiens	no disease reported	animal	657	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC4_01_1846.mzXML	11m__BC4_01_1846.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	657	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
658	skin of manus	Homo sapiens	no disease reported	animal	658	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC5_01_1847.mzXML	11m__BC5_01_1847.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	658	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
659	skin of manus	Homo sapiens	no disease reported	animal	659	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC6_01_1848.mzXML	11m__BC6_01_1848.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	659	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
