source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[treatment]	characteristics[treatment]	characteristics[enrichment method]	characteristics[enrichment process]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[file uri]	comment[fractionation method]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[enrichment process]	factor value[treatment]	factor value[treatment]
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	1	cell	run 62	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S07_8.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	4	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S07_8.raw	enrichment of phosphorylated Protein	none	control
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	1	cell	run 63	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S09_10_11.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	5	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S09_10_11.raw	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	1	cell	run 63	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S09_10_11.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	5	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S09_10_11.raw	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	1	cell	run 63	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S09_10_11.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	5	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S09_10_11.raw	enrichment of phosphorylated Protein	none	control
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 64	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P01.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P01.raw	no enrichment	none	ERK inhibitor SCH772984
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 64	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P01.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P01.raw	no enrichment	control	ERK inhibitor SCH772984
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 64	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P01.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P01.raw	no enrichment	none	control
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 65	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P02.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P02.raw	no enrichment	none	ERK inhibitor SCH772984
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 65	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P02.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P02.raw	no enrichment	control	ERK inhibitor SCH772984
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 65	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P02.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P02.raw	no enrichment	none	control
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 66	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P03.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P03.raw	no enrichment	none	ERK inhibitor SCH772984
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 66	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P03.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P03.raw	no enrichment	control	ERK inhibitor SCH772984
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 66	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P03.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P03.raw	no enrichment	none	control
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 67	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P04.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	4	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P04.raw	no enrichment	none	ERK inhibitor SCH772984
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 67	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P04.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	4	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P04.raw	no enrichment	control	ERK inhibitor SCH772984
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 67	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P04.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	4	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P04.raw	no enrichment	none	control
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 68	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P05.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	5	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P05.raw	no enrichment	none	ERK inhibitor SCH772984
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 68	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P05.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	5	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P05.raw	no enrichment	control	ERK inhibitor SCH772984
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 68	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P05.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	5	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P05.raw	no enrichment	none	control
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 69	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P06.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P06.raw	no enrichment	none	ERK inhibitor SCH772984
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 69	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P06.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P06.raw	no enrichment	control	ERK inhibitor SCH772984
Sample 9	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 69	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_ERKi_30min_P06.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_ERKi_30min_P06.raw	no enrichment	none	control
Sample 10	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	MEK inhibitor trametinib	TIO2	no enrichment	1	cell	run 70	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_MEKi_30min_P01.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_MEKi_30min_P01.raw	no enrichment	none	MEK inhibitor trametinib
Sample 10	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	MEK inhibitor trametinib	TIO2	no enrichment	1	cell	run 70	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_MEKi_30min_P01.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_MEKi_30min_P01.raw	no enrichment	control	MEK inhibitor trametinib
Sample 10	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 70	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_MEKi_30min_P01.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_MEKi_30min_P01.raw	no enrichment	none	control
Sample 10	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	MEK inhibitor trametinib	TIO2	no enrichment	1	cell	run 71	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_MEKi_30min_P02.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_MEKi_30min_P02.raw	no enrichment	none	MEK inhibitor trametinib
Sample 10	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	MEK inhibitor trametinib	TIO2	no enrichment	1	cell	run 71	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_MEKi_30min_P02.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_MEKi_30min_P02.raw	no enrichment	control	MEK inhibitor trametinib
Sample 10	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 71	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_MEKi_30min_P02.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_MEKi_30min_P02.raw	no enrichment	none	control
Sample 10	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	MEK inhibitor trametinib	TIO2	no enrichment	1	cell	run 72	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_MEKi_30min_P03.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_MEKi_30min_P03.raw	no enrichment	none	MEK inhibitor trametinib
Sample 10	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	MEK inhibitor trametinib	TIO2	no enrichment	1	cell	run 72	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_MEKi_30min_P03.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_MEKi_30min_P03.raw	no enrichment	control	MEK inhibitor trametinib
Sample 10	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 72	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/2013114_CCS_MEKi_30min_P03.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	2013114_CCS_MEKi_30min_P03.raw	no enrichment	none	control
