source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[developmental stage]	characteristics[enrichment process]	assay name	Technology Type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]	factor value[enrichment process]
Sample 8	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 206	proteomic profiling by mass spectrometry	Spleen_Phosphorylation_o05368.RAW	18	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	enrichment of phosphorylated Protein
Sample 8	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 207	proteomic profiling by mass spectrometry	Spleen_Phosphorylation_o05369.RAW	19	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	enrichment of phosphorylated Protein
Sample 8	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 208	proteomic profiling by mass spectrometry	Spleen_Phosphorylation_o05371.RAW	20	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	enrichment of phosphorylated Protein
Sample 8	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 209	proteomic profiling by mass spectrometry	Spleen_Phosphorylation_o05372.RAW	21	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	enrichment of phosphorylated Protein
Sample 8	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 210	proteomic profiling by mass spectrometry	Spleen_Phosphorylation_o05373.RAW	22	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	enrichment of phosphorylated Protein
Sample 8	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 211	proteomic profiling by mass spectrometry	Spleen_Phosphorylation_o05374.RAW	23	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	enrichment of phosphorylated Protein
Sample 8	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 212	proteomic profiling by mass spectrometry	Spleen_Phosphorylation_o05376.RAW	24	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	enrichment of phosphorylated Protein
Sample 8	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 213	proteomic profiling by mass spectrometry	Spleen_Phosphorylation_o05377.RAW	25	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	enrichment of phosphorylated Protein
Sample 8	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 214	proteomic profiling by mass spectrometry	Spleen_Phosphorylation_o05378.RAW	26	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	enrichment of phosphorylated Protein
Sample 8	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 215	proteomic profiling by mass spectrometry	Spleen_Phosphorylation_o05379.RAW	27	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	enrichment of phosphorylated Protein
Sample 8	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 216	proteomic profiling by mass spectrometry	Spleen_Phosphorylation_o05380.RAW	28	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 217	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f1_01_w01604.RAW	1	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 218	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f1_02_w01605.RAW	2	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 219	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f2_01_w01606.RAW	1	2	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 220	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f2_02_w01607.RAW	2	2	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 221	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f3_01_w01594.RAW	1	3	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 222	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f3_02_w01608.RAW	2	3	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 223	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f4_01_w01592.RAW	1	4	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 224	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f4_02_w01609.RAW	2	4	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 225	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f5_01_w01595.RAW	1	5	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 226	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f5_02_w01610.RAW	2	5	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 227	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f6_01_w01596.RAW	1	6	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 228	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f6_02_w01611.RAW	2	6	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 229	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f7_01_w01597.RAW	1	7	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 230	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f7_02_w01612.RAW	2	7	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 231	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f8_01_w01598.RAW	1	8	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 232	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f8_02_w01613.RAW	2	8	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 233	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f9_01_w01599.RAW	1	9	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 234	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f9_02_w01614.RAW	2	9	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 235	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f10_01_w01600.RAW	1	10	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 236	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f10_02_w01615.RAW	2	10	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 237	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f11_01_w01601.RAW	1	11	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 238	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f11_02_w01616.RAW	2	11	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 239	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f12_01_w01602.RAW	1	12	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 9	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 240	proteomic profiling by mass spectrometry	Testis_Phosphorylation_testis_f12_02_w01636.RAW	2	12	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	enrichment of phosphorylated Protein
Sample 10	Mus musculus	Swiss Webster	brain	brain	not aplicable	3w	male	normal	not aplicable	no enrichment	run 241	proteomic profiling by mass spectrometry	Brain_Protein_Expression_protein4_brain_f1_v02851.RAW	1	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brain	no enrichment
Sample 10	Mus musculus	Swiss Webster	brain	brain	not aplicable	3w	male	normal	not aplicable	no enrichment	run 242	proteomic profiling by mass spectrometry	Brain_Protein_Expression_protein4_brain_f2_v02822.RAW	1	2	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brain	no enrichment
Sample 10	Mus musculus	Swiss Webster	brain	brain	not aplicable	3w	male	normal	not aplicable	no enrichment	run 243	proteomic profiling by mass spectrometry	Brain_Protein_Expression_protein4_brain_f3_v02823.RAW	1	3	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brain	no enrichment
Sample 10	Mus musculus	Swiss Webster	brain	brain	not aplicable	3w	male	normal	not aplicable	no enrichment	run 244	proteomic profiling by mass spectrometry	Brain_Protein_Expression_protein4_brain_f4_v02824.RAW	1	4	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brain	no enrichment
Sample 10	Mus musculus	Swiss Webster	brain	brain	not aplicable	3w	male	normal	not aplicable	no enrichment	run 245	proteomic profiling by mass spectrometry	Brain_Protein_Expression_protein4_brain_f5_v02825.RAW	1	5	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brain	no enrichment
