source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[enrichment process]	characteristics[enrichment method]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[enrichment process]
Sample 15	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	1	organism part	run 180	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_6_9.raw	https://ftp.ebi.ac.uk/pride-archive/2017/09/PXD006482/kidney_6_9.raw	1	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	enrichment of phosphorylated Protein
Sample 16	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	1	organism part	run 181	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-1.raw	https://ftp.ebi.ac.uk/pride-archive/2017/09/PXD006482/kidney_7-1.raw	1	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	enrichment of phosphorylated Protein
Sample 16	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	1	organism part	run 182	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-10.raw	https://ftp.ebi.ac.uk/pride-archive/2017/09/PXD006482/kidney_7-10.raw	1	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	enrichment of phosphorylated Protein
Sample 16	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	1	organism part	run 183	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-11.raw	https://ftp.ebi.ac.uk/pride-archive/2017/09/PXD006482/kidney_7-11.raw	1	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	enrichment of phosphorylated Protein
Sample 16	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	1	organism part	run 184	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-12.raw	https://ftp.ebi.ac.uk/pride-archive/2017/09/PXD006482/kidney_7-12.raw	1	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	enrichment of phosphorylated Protein
Sample 16	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	1	organism part	run 185	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-2.raw	https://ftp.ebi.ac.uk/pride-archive/2017/09/PXD006482/kidney_7-2.raw	1	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	enrichment of phosphorylated Protein
Sample 16	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	1	organism part	run 186	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-3.raw	https://ftp.ebi.ac.uk/pride-archive/2017/09/PXD006482/kidney_7-3.raw	1	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	enrichment of phosphorylated Protein
Sample 16	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	1	organism part	run 187	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-4.raw	https://ftp.ebi.ac.uk/pride-archive/2017/09/PXD006482/kidney_7-4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	enrichment of phosphorylated Protein
Sample 16	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	1	organism part	run 188	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-5.raw	https://ftp.ebi.ac.uk/pride-archive/2017/09/PXD006482/kidney_7-5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	enrichment of phosphorylated Protein
Sample 16	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	1	organism part	run 189	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-6.raw	https://ftp.ebi.ac.uk/pride-archive/2017/09/PXD006482/kidney_7-6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	enrichment of phosphorylated Protein
Sample 16	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	1	organism part	run 190	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-7.raw	https://ftp.ebi.ac.uk/pride-archive/2017/09/PXD006482/kidney_7-7.raw	1	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	enrichment of phosphorylated Protein
Sample 16	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	1	organism part	run 191	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-8.raw	https://ftp.ebi.ac.uk/pride-archive/2017/09/PXD006482/kidney_7-8.raw	1	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	enrichment of phosphorylated Protein
Sample 16	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	1	organism part	run 192	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-9.raw	https://ftp.ebi.ac.uk/pride-archive/2017/09/PXD006482/kidney_7-9.raw	1	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	enrichment of phosphorylated Protein
