source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cultured cell]	characteristics[disease]	characteristics[biological replicate]	assay name	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[data file]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	factor value[bait]
MCP_ky_0005291_ZBTB7A_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005291	0	0	Label free	MCP_ky_0005291_0206_26_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-O88939
MCP_ky_0005295_FYCO1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005295	0	0	Label free	MCP_ky_0005295_0109_33_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9BQS8
MCP_ky_0005295_FYCO1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005295	0	0	Label free	MCP_ky_0005295_0137_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9BQS8
MCP_ky_0005295_FYCO1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005295	0	0	Label free	MCP_ky_0005295_0141_19_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9BQS8
MCP_ky_0005296_FYCO1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005296	0	0	Label free	MCP_ky_0005296_0109_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9BQS8
MCP_ky_0005296_FYCO1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005296	0	0	Label free	MCP_ky_0005296_0137_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9BQS8
MCP_ky_0005296_FYCO1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005296	0	0	Label free	MCP_ky_0005296_0145_36_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9BQS8
MCP_ky_0005299_KIAA1279_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005299	0	0	Label free	MCP_ky_0005299_0129_38_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZPU9
MCP_ky_0005299_KIAA1279_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005299	0	0	Label free	MCP_ky_0005299_0131_02_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZPU9
MCP_ky_0005299_KIAA1279_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005299	0	0	Label free	MCP_ky_0005299_0142_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZPU9
MCP_ky_0005301_DICER1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005301	0	0	Label free	MCP_ky_0005301_0204_21_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-F8VQ54
MCP_ky_0005301_DICER1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005301	0	0	Label free	MCP_ky_0005301_0205_25_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-F8VQ54
MCP_ky_0005301_DICER1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005301	0	0	Label free	MCP_ky_0005301_0206_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-F8VQ54
MCP_ky_0005302_RAD21_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005302	0	0	Label free	MCP_ky_0005302_0110_08_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-O60216
MCP_ky_0005302_RAD21_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005302	0	0	Label free	MCP_ky_0005302_0121_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-O60216
MCP_ky_0005302_RAD21_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005302	0	0	Label free	MCP_ky_0005302_0122_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-O60216
MCP_ky_0005308_STAT1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005308	0	0	Label free	MCP_ky_0005308_0110_03_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P42224
MCP_ky_0005308_STAT1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005308	0	0	Label free	MCP_ky_0005308_0135_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P42224
MCP_ky_0005308_STAT1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005308	0	0	Label free	MCP_ky_0005308_0138_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P42224
MCP_ky_0005312_ARRB2_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005312	0	0	Label free	MCP_ky_0005312_0204_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q91YI4
MCP_ky_0005312_ARRB2_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005312	0	0	Label free	MCP_ky_0005312_0205_02_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q91YI4
MCP_ky_0005312_ARRB2_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005312	0	0	Label free	MCP_ky_0005312_0206_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q91YI4
MCP_ky_0005321_SLAIN1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005321	0	0	Label free	MCP_ky_0005321_0126_28_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q68FF7
MCP_ky_0005321_SLAIN1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005321	0	0	Label free	MCP_ky_0005321_0127_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q68FF7
MCP_ky_0005321_SLAIN1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005321	0	0	Label free	MCP_ky_0005321_0128_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q68FF7
MCP_ky_0005325_SESN2_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005325	0	0	Label free	MCP_ky_0005325_0126_27_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P58043
MCP_ky_0005325_SESN2_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005325	0	0	Label free	MCP_ky_0005325_0127_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P58043
MCP_ky_0005325_SESN2_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005325	0	0	Label free	MCP_ky_0005325_0128_36_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P58043
MCP_ky_0005326_MARK2_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005326	0	0	Label free	MCP_ky_0005326_0202_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q05512
MCP_ky_0005326_MARK2_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005326	0	0	Label free	MCP_ky_0005326_0203_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q05512
MCP_ky_0005326_MARK2_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005326	0	0	Label free	MCP_ky_0005326_0204_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q05512
MCP_ky_0005327_HNRNPA3_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005327	0	0	Label free	MCP_ky_0005327_0218_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8BG05
MCP_ky_0005327_HNRNPA3_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005327	0	0	Label free	MCP_ky_0005327_0219_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8BG05
MCP_ky_0005327_HNRNPA3_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005327	0	0	Label free	MCP_ky_0005327_0220_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8BG05
MCP_ky_0005333_SLAIN2_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005333	0	0	Label free	MCP_ky_0005333_0128_39_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9P270
MCP_ky_0005333_SLAIN2_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005333	0	0	Label free	MCP_ky_0005333_0129_28_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9P270
MCP_ky_0005333_SLAIN2_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005333	0	0	Label free	MCP_ky_0005333_0130_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9P270
MCP_ky_0005335_CCNA2_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005335	0	0	Label free	MCP_ky_0005335_0126_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P20248
MCP_ky_0005335_CCNA2_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005335	0	0	Label free	MCP_ky_0005335_0127_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P20248
MCP_ky_0005335_CCNA2_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005335	0	0	Label free	MCP_ky_0005335_0128_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P20248
MCP_ky_0005336_CCNB1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005336	0	0	Label free	MCP_ky_0005336_0128_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P14635
MCP_ky_0005336_CCNB1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005336	0	0	Label free	MCP_ky_0005336_0129_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P14635
MCP_ky_0005336_CCNB1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005336	0	0	Label free	MCP_ky_0005336_0130_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P14635
MCP_ky_0005339_ZNF187_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005339	0	0	Label free	MCP_ky_0005339_0129_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q16670
MCP_ky_0005339_ZNF187_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005339	0	0	Label free	MCP_ky_0005339_0130_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q16670
MCP_ky_0005339_ZNF187_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005339	0	0	Label free	MCP_ky_0005339_0131_10_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q16670
MCP_ky_0005343_PEO1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005343	0	0	Label free	MCP_ky_0005343_0128_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96RR1
MCP_ky_0005343_PEO1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005343	0	0	Label free	MCP_ky_0005343_0129_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96RR1
MCP_ky_0005343_PEO1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005343	0	0	Label free	MCP_ky_0005343_0130_08_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96RR1
MCP_ky_0005346_FUS_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005346	0	0	Label free	MCP_ky_0005346_0230_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P56959
MCP_ky_0005346_FUS_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005346	0	0	Label free	MCP_ky_0005346_0232_10_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P56959
MCP_ky_0005346_FUS_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005346	0	0	Label free	MCP_ky_0005346_0233_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P56959
MCP_ky_0005347_WIZ_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005347	0	0	Label free	MCP_ky_0005347_0128_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O88286
MCP_ky_0005347_WIZ_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005347	0	0	Label free	MCP_ky_0005347_0129_30_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O88286
MCP_ky_0005347_WIZ_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005347	0	0	Label free	MCP_ky_0005347_0130_14_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O88286
MCP_ky_0005349_ZBTB48_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005349	0	0	Label free	MCP_ky_0005349_0226_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q1H9T6
MCP_ky_0005349_ZBTB48_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005349	0	0	Label free	MCP_ky_0005349_0228_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q1H9T6
MCP_ky_0005349_ZBTB48_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005349	0	0	Label free	MCP_ky_0005349_0229_38_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q1H9T6
MCP_ky_0005352_CEP85L_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005352	0	0	Label free	MCP_ky_0005352_0226_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-E9QA61
MCP_ky_0005352_CEP85L_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005352	0	0	Label free	MCP_ky_0005352_0228_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-E9QA61
MCP_ky_0005352_CEP85L_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005352	0	0	Label free	MCP_ky_0005352_0229_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-E9QA61
MCP_ky_0005353_KTN1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005353	0	0	Label free	MCP_ky_0005353_0204_19_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-F8VQC7
MCP_ky_0005353_KTN1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005353	0	0	Label free	MCP_ky_0005353_0205_03_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-F8VQC7
MCP_ky_0005353_KTN1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005353	0	0	Label free	MCP_ky_0005353_0206_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-F8VQC7
MCP_ky_0005357_UFL1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005357	0	0	Label free	MCP_ky_0005357_0125_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8CCJ3
MCP_ky_0005357_UFL1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005357	0	0	Label free	MCP_ky_0005357_0126_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8CCJ3
MCP_ky_0005357_UFL1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005357	0	0	Label free	MCP_ky_0005357_027_36_JBA6.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8CCJ3
MCP_ky_0005366_UBE2I_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005366	0	0	Label free	MCP_ky_0005366_0192_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P63279
MCP_ky_0005366_UBE2I_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005366	0	0	Label free	MCP_ky_0005366_0193_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P63279
MCP_ky_0005366_UBE2I_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005366	0	0	Label free	MCP_ky_0005366_0194_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P63279
MCP_ky_0005368_UBA1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005368	0	0	Label free	MCP_ky_0005368_0190_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P22314
MCP_ky_0005368_UBA1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005368	0	0	Label free	MCP_ky_0005368_0191_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P22314
MCP_ky_0005368_UBA1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005368	0	0	Label free	MCP_ky_0005368_0192_08_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P22314
MCP_ky_0005376_UBA6_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005376	0	0	Label free	MCP_ky_0005376_0192_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-A0AVT1
MCP_ky_0005376_UBA6_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005376	0	0	Label free	MCP_ky_0005376_0193_08_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-A0AVT1
MCP_ky_0005376_UBA6_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005376	0	0	Label free	MCP_ky_0005376_0194_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-A0AVT1
MCP_ky_0005379_MYC_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005379	0	0	Label free	MCP_ky_0005379_0129_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P01106
MCP_ky_0005379_MYC_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005379	0	0	Label free	MCP_ky_0005379_0130_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P01106
MCP_ky_0005379_MYC_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005379	0	0	Label free	MCP_ky_0005379_0131_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P01106
MCP_ky_0005380_SAE1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005380	0	0	Label free	MCP_ky_0005380_0128_14_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9UBE0
MCP_ky_0005380_SAE1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005380	0	0	Label free	MCP_ky_0005380_0192_19_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9UBE0
MCP_ky_0005380_SAE1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005380	0	0	Label free	MCP_ky_0005380_0193_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9UBE0
MCP_ky_0005382_UBA5_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005382	0	0	Label free	MCP_ky_0005382_0128_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9GZZ9
MCP_ky_0005382_UBA5_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005382	0	0	Label free	MCP_ky_0005382_0129_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9GZZ9
MCP_ky_0005382_UBA5_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005382	0	0	Label free	MCP_ky_0005382_0130_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9GZZ9
MCP_ky_0005391_PDLIM7_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005391	0	0	Label free	MCP_ky_0005391_0226_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NR12
MCP_ky_0005391_PDLIM7_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005391	0	0	Label free	MCP_ky_0005391_0228_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NR12
MCP_ky_0005391_PDLIM7_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005391	0	0	Label free	MCP_ky_0005391_0229_14_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NR12
MCP_ky_0005392_MAGEA1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005392	0	0	Label free	MCP_ky_0005392_0129_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P43355
MCP_ky_0005392_MAGEA1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005392	0	0	Label free	MCP_ky_0005392_0138_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P43355
MCP_ky_0005392_MAGEA1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005392	0	0	Label free	MCP_ky_0005392_0141_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P43355
MCP_ky_0005394_ELMSAN1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005394	0	0	Label free	MCP_ky_0005394_0128_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6PJG2
MCP_ky_0005394_ELMSAN1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005394	0	0	Label free	MCP_ky_0005394_0130_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6PJG2
MCP_ky_0005394_ELMSAN1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005394	0	0	Label free	MCP_ky_0005394_0138_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6PJG2
MCP_ky_0005395_FBXO22_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005395	0	0	Label free	MCP_ky_0005395_0204_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8NEZ5
MCP_ky_0005395_FBXO22_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005395	0	0	Label free	MCP_ky_0005395_0205_19_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8NEZ5
MCP_ky_0005395_FBXO22_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005395	0	0	Label free	MCP_ky_0005395_0206_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8NEZ5
MCP_ky_0005396_G3BP1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005396	0	0	Label free	MCP_ky_0005396_0250_20_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q13283
MCP_ky_0005396_G3BP1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005396	0	0	Label free	MCP_ky_0005396_0251_10_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q13283
MCP_ky_0005396_G3BP1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005396	0	0	Label free	MCP_ky_0005396_0252_36_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q13283
MCP_ky_0005399_CDK2_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005399	0	0	Label free	MCP_ky_0005399_0129_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P24941
