source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	assay name	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	comment[cleavage agent details]	comment [cleavage agent details]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type
Sample 11	Homo sapiens	Liver	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 448	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_34_2.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	34_2	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_34_2.raw	tissue
Sample 11	Homo sapiens	Liver	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 449	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_35.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	35	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_35.raw	tissue
Sample 11	Homo sapiens	Liver	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 450	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_36.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	36	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_36.raw	tissue
Sample 11	Homo sapiens	Liver	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 451	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_37.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	37	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_37.raw	tissue
Sample 11	Homo sapiens	Liver	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 452	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_38.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	38	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_38.raw	tissue
Sample 11	Homo sapiens	Liver	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 453	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_39.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	39	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_39.raw	tissue
Sample 11	Homo sapiens	Liver	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 454	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_40.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	40	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_40.raw	tissue
Sample 11	Homo sapiens	Liver	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 455	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_41.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	41	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_41.raw	tissue
Sample 11	Homo sapiens	Liver	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 456	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_42.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	42	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_42.raw	tissue
Sample 11	Homo sapiens	Liver	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 457	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_43.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	43	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_43.raw	tissue
Sample 11	Homo sapiens	Liver	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 458	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_44.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	44	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_44.raw	tissue
Sample 11	Homo sapiens	Liver	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 459	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_45.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	45	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_45.raw	tissue
Sample 11	Homo sapiens	Liver	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 460	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_46.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	46	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_46.raw	tissue
Sample 12	Homo sapiens	Prostate	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 461	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_1.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_1.raw	tissue
Sample 12	Homo sapiens	Prostate	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 462	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_2.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	2	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_2.raw	tissue
Sample 12	Homo sapiens	Prostate	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 463	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_3.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	3	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_3.raw	tissue
Sample 12	Homo sapiens	Prostate	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 464	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_4.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	4	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_4.raw	tissue
Sample 12	Homo sapiens	Prostate	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 465	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_5.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	5	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_5.raw	tissue
Sample 12	Homo sapiens	Prostate	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 466	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_6.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	6	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_6.raw	tissue
Sample 12	Homo sapiens	Prostate	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 467	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_7.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	7	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_7.raw	tissue
Sample 12	Homo sapiens	Prostate	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 468	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_8.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	8	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_8.raw	tissue
Sample 12	Homo sapiens	Prostate	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 469	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_9.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	9	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_9.raw	tissue
Sample 12	Homo sapiens	Prostate	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 470	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_10.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	10	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_10.raw	tissue
Sample 12	Homo sapiens	Prostate	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 471	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_11.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	11	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_11.raw	tissue
Sample 12	Homo sapiens	Prostate	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 472	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_11_2.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	11_2	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_11_2.raw	tissue
Sample 12	Homo sapiens	Prostate	not applicable	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 473	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_12.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	12	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_12.raw	tissue
