source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[compound]	characteristics[biological replicate]	characteristics[enrichment process]	characteristics[synthetic peptide]	characteristics[sample amount]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
Sample 132	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 39	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_02.raw	2	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 133	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	2 μg	run 40	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_03.raw	3	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 134	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	198 μg	run 40	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_03.raw	3	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 135	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 40	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_03.raw	3	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 136	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 40	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_03.raw	3	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 137	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	2 μg	run 41	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_04.raw	4	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 138	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	198 μg	run 41	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_04.raw	4	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 139	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 41	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_04.raw	4	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 140	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 41	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_04.raw	4	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 141	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	2 μg	run 42	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_05.raw	5	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 142	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	198 μg	run 42	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_05.raw	5	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 143	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 42	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_05.raw	5	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 144	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 42	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_05.raw	5	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 145	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	2 μg	run 43	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_G_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_G_01.raw	1	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 146	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	198 μg	run 43	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_G_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_G_01.raw	1	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 147	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 43	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_G_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_G_01.raw	1	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 148	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 43	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_G_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_G_01.raw	1	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 149	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	2 μg	run 44	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_G_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_G_02.raw	2	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 150	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	198 μg	run 44	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_G_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_G_02.raw	2	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 151	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 44	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_G_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_G_02.raw	2	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 152	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 44	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_G_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_G_02.raw	2	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 153	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	2 μg	run 45	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_G_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_G_03.raw	3	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 154	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	198 μg	run 45	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_G_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_G_03.raw	3	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
