source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[plasmodium strain]	comment[proteomexchange accession number]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[sdrf version]	comment[sdrf template]
Sample 221	plasmodium falciparum	not available	schizonts	not applicable	1	run 23	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW24_A2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW24_A2.raw	1	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 222	plasmodium falciparum	not available	schizonts	not applicable	1	run 23	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW24_A2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW24_A2.raw	1	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 223	plasmodium falciparum	not available	schizonts	not applicable	1	run 23	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW24_A2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW24_A2.raw	1	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 224	plasmodium falciparum	not available	schizonts	not applicable	1	run 23	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW24_A2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW24_A2.raw	1	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 225	plasmodium falciparum	not available	schizonts	not applicable	1	run 23	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW24_A2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW24_A2.raw	1	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 226	plasmodium falciparum	not available	schizonts	not applicable	1	run 23	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW24_A2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW24_A2.raw	1	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 227	plasmodium falciparum	not available	schizonts	not applicable	1	run 23	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW24_A2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW24_A2.raw	1	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 228	plasmodium falciparum	not available	schizonts	not applicable	1	run 23	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW24_A2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW24_A2.raw	1	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 229	plasmodium falciparum	not available	schizonts	not applicable	1	run 23	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW24_A2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW24_A2.raw	1	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 230	plasmodium falciparum	not available	schizonts	not applicable	1	run 23	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW24_A2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW24_A2.raw	1	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 231	plasmodium falciparum	not available	schizonts	not applicable	1	run 24	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW25_A3.raw	1	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 232	plasmodium falciparum	not available	schizonts	not applicable	1	run 24	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW25_A3.raw	1	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 233	plasmodium falciparum	not available	schizonts	not applicable	1	run 24	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW25_A3.raw	1	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 234	plasmodium falciparum	not available	schizonts	not applicable	1	run 24	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW25_A3.raw	1	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 235	plasmodium falciparum	not available	schizonts	not applicable	1	run 24	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW25_A3.raw	1	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 236	plasmodium falciparum	not available	schizonts	not applicable	1	run 24	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW25_A3.raw	1	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 237	plasmodium falciparum	not available	schizonts	not applicable	1	run 24	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW25_A3.raw	1	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 238	plasmodium falciparum	not available	schizonts	not applicable	1	run 24	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW25_A3.raw	1	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 239	plasmodium falciparum	not available	schizonts	not applicable	1	run 24	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW25_A3.raw	1	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 240	plasmodium falciparum	not available	schizonts	not applicable	1	run 24	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW25_A3.raw	1	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 241	plasmodium falciparum	not available	schizonts	not applicable	1	run 25	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW26_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW26_A3.raw	1	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 242	plasmodium falciparum	not available	schizonts	not applicable	1	run 25	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW26_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW26_A3.raw	1	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 243	plasmodium falciparum	not available	schizonts	not applicable	1	run 25	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW26_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW26_A3.raw	1	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 244	plasmodium falciparum	not available	schizonts	not applicable	1	run 25	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW26_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW26_A3.raw	1	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 245	plasmodium falciparum	not available	schizonts	not applicable	1	run 25	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW26_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW26_A3.raw	1	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 246	plasmodium falciparum	not available	schizonts	not applicable	1	run 25	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW26_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW26_A3.raw	1	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 247	plasmodium falciparum	not available	schizonts	not applicable	1	run 25	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW26_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW26_A3.raw	1	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 248	plasmodium falciparum	not available	schizonts	not applicable	1	run 25	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW26_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW26_A3.raw	1	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 249	plasmodium falciparum	not available	schizonts	not applicable	1	run 25	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW26_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW26_A3.raw	1	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 250	plasmodium falciparum	not available	schizonts	not applicable	1	run 25	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW26_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW26_A3.raw	1	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
