source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[compound]	characteristics[phenotype]	characteristics[cell type]	characteristics[cell line]	characteristics[enrichment process]	characteristics[biological replicate]	material type	assay name	technology type	comment[fractionation method]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]	factor value[compound]	factor value[enrichment process]
Sample 40	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	1	cell	run 165	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120302_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep1_pH8.raw	20120302_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep1_pH8.raw	EGF	no enrichment
Sample 41	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	2	cell	run 166	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH11.raw	20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH11.raw	EGF	no enrichment
Sample 41	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	2	cell	run 167	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH3.raw	20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH3.raw	EGF	no enrichment
Sample 41	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	2	cell	run 168	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH4.raw	20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH4.raw	EGF	no enrichment
Sample 41	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	2	cell	run 169	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH5.raw	20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH5.raw	EGF	no enrichment
Sample 41	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	2	cell	run 170	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH6.raw	20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH6.raw	EGF	no enrichment
Sample 41	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	2	cell	run 171	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH8.raw	20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH8.raw	EGF	no enrichment
Sample 42	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	3	cell	run 172	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH11.raw	20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH11.raw	EGF	no enrichment
Sample 42	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	3	cell	run 173	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH3.raw	20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH3.raw	EGF	no enrichment
Sample 42	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	3	cell	run 174	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH4.raw	20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH4.raw	EGF	no enrichment
Sample 42	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	3	cell	run 175	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH5.raw	20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH5.raw	EGF	no enrichment
Sample 42	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	3	cell	run 176	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH6.raw	20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH6.raw	EGF	no enrichment
Sample 42	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	3	cell	run 177	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH8.raw	20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH8.raw	EGF	no enrichment
Sample 43	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	4	cell	run 178	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH11.raw	20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH11.raw	EGF	no enrichment
Sample 43	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	4	cell	run 179	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH3.raw	20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH3.raw	EGF	no enrichment
Sample 43	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	4	cell	run 180	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH4.raw	20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH4.raw	EGF	no enrichment
Sample 43	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	4	cell	run 181	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH5.raw	20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH5.raw	EGF	no enrichment
Sample 43	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	4	cell	run 182	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH6.raw	20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH6.raw	EGF	no enrichment
Sample 43	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	4	cell	run 183	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH8.raw	20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH8.raw	EGF	no enrichment
Sample 44	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	1	cell	run 184	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120310_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep1_pH11.raw	20120310_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep1_pH11.raw	EGF	no enrichment
Sample 44	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	1	cell	run 185	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120310_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep1_pH3.raw	20120310_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep1_pH3.raw	EGF	no enrichment
Sample 44	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	1	cell	run 186	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120310_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep1_pH4.raw	20120310_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep1_pH4.raw	EGF	no enrichment
Sample 44	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	1	cell	run 187	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120310_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep1_pH5.raw	20120310_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep1_pH5.raw	EGF	no enrichment
Sample 44	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	1	cell	run 188	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120310_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep1_pH6.raw	20120310_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep1_pH6.raw	EGF	no enrichment
Sample 44	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	1	cell	run 189	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120310_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep1_pH8.raw	20120310_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep1_pH8.raw	EGF	no enrichment
Sample 45	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	2	cell	run 190	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120313_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep2_pH11.raw	20120313_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep2_pH11.raw	EGF	no enrichment
Sample 45	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	2	cell	run 191	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120313_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep2_pH3.raw	20120313_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep2_pH3.raw	EGF	no enrichment
Sample 45	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	EGF	compound: drug EGF	epithelial cell	HeLa-S3	no enrichment	2	cell	run 192	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120313_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep2_pH4.raw	20120313_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep2_pH4.raw	EGF	no enrichment
