source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[cell part]	characteristics[developmental stage]	assay name	comment[data file]	comment[technical replicate]	comment[fraction identifier]	factor value[condition]	factor value[day at label]	comment[data uri]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
DBA_CTRL_Heart_Nucl_d05	Mus musculus	DBA/2J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	DBA_CTRL_Heart_Nucl_d05_A17.raw	1	17	Control	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Nucl_d05_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
DBA_CTRL_Heart_Nucl_d07	Mus musculus	DBA/2J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	DBA_CTRL_Heart_Nucl_d07_A17.raw	1	17	Control	7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Nucl_d07_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
DBA_CTRL_Heart_Nucl_d10	Mus musculus	DBA/2J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	DBA_CTRL_Heart_Nucl_d10_A17.raw	1	17	Control	10	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Nucl_d10_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
DBA_CTRL_Heart_Nucl_d14	Mus musculus	DBA/2J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	DBA_CTRL_Heart_Nucl_d14_A17.raw	1	17	Control	14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Nucl_d14_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
DBA_ISO_Heart_Nucl_d01	Mus musculus	DBA/2J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	DBA_ISO_Heart_Nucl_d01_A17.raw	1	17	Isoproterenol	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Nucl_d01_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
DBA_ISO_Heart_Nucl_d03	Mus musculus	DBA/2J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	DBA_ISO_Heart_Nucl_d03_A17.raw	1	17	Isoproterenol	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Nucl_d03_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
DBA_ISO_Heart_Nucl_d05	Mus musculus	DBA/2J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	DBA_ISO_Heart_Nucl_d05_A17.raw	1	17	Isoproterenol	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Nucl_d05_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
DBA_ISO_Heart_Nucl_d07	Mus musculus	DBA/2J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	DBA_ISO_Heart_Nucl_d07_A17.raw	1	17	Isoproterenol	7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Nucl_d07_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
DBA_ISO_Heart_Nucl_d10	Mus musculus	DBA/2J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	DBA_ISO_Heart_Nucl_d10_A17.raw	1	17	Isoproterenol	10	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Nucl_d10_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
DBA_ISO_Heart_Nucl_d14	Mus musculus	DBA/2J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	DBA_ISO_Heart_Nucl_d14_A17.raw	1	17	Isoproterenol	14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Nucl_d14_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
FVB_CTRL_Heart_Nucl_d00	Mus musculus	FVB/NJ	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	FVB_CTRL_Heart_Nucl_d00_A17.raw	1	17	Control	0	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Nucl_d00_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
FVB_CTRL_Heart_Nucl_d01	Mus musculus	FVB/NJ	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	FVB_CTRL_Heart_Nucl_d01_A17.raw	1	17	Control	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Nucl_d01_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
FVB_CTRL_Heart_Nucl_d03	Mus musculus	FVB/NJ	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	FVB_CTRL_Heart_Nucl_d03_A17.raw	1	17	Control	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Nucl_d03_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
FVB_CTRL_Heart_Nucl_d05	Mus musculus	FVB/NJ	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	FVB_CTRL_Heart_Nucl_d05_A17.raw	1	17	Control	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Nucl_d05_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
FVB_CTRL_Heart_Nucl_d07	Mus musculus	FVB/NJ	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	FVB_CTRL_Heart_Nucl_d07_A17.raw	1	17	Control	7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Nucl_d07_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
FVB_CTRL_Heart_Nucl_d10	Mus musculus	FVB/NJ	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	FVB_CTRL_Heart_Nucl_d10_A17.raw	1	17	Control	10	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Nucl_d10_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
FVB_CTRL_Heart_Nucl_d14	Mus musculus	FVB/NJ	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	FVB_CTRL_Heart_Nucl_d14_A17.raw	1	17	Control	14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Nucl_d14_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
FVB_ISO_Heart_Nucl_d01	Mus musculus	FVB/NJ	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	FVB_ISO_Heart_Nucl_d01_A17.raw	1	17	Isoproterenol	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Nucl_d01_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
FVB_ISO_Heart_Nucl_d03	Mus musculus	FVB/NJ	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	FVB_ISO_Heart_Nucl_d03_A17.raw	1	17	Isoproterenol	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Nucl_d03_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
FVB_ISO_Heart_Nucl_d05	Mus musculus	FVB/NJ	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	FVB_ISO_Heart_Nucl_d05_A17.raw	1	17	Isoproterenol	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Nucl_d05_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
FVB_ISO_Heart_Nucl_d07	Mus musculus	FVB/NJ	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	FVB_ISO_Heart_Nucl_d07_A17.raw	1	17	Isoproterenol	7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Nucl_d07_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
FVB_ISO_Heart_Nucl_d10	Mus musculus	FVB/NJ	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	FVB_ISO_Heart_Nucl_d10_A17.raw	1	17	Isoproterenol	10	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Nucl_d10_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
FVB_ISO_Heart_Nucl_d14	Mus musculus	FVB/NJ	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	FVB_ISO_Heart_Nucl_d14_A17.raw	1	17	Isoproterenol	14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Nucl_d14_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
AJ_CTRL_Heart_Nucl_d00	Mus musculus	A/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13202	9W-12W	run 18	AJ_CTRL_Heart_Nucl_d00_A18.raw	1	18	Control	0	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Nucl_d00_A18.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
AJ_CTRL_Heart_Nucl_d01	Mus musculus	A/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13208	9W-12W	run 18	AJ_CTRL_Heart_Nucl_d01_A18.raw	1	18	Control	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Nucl_d01_A18.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
AJ_CTRL_Heart_Nucl_d03	Mus musculus	A/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13214	9W-12W	run 18	AJ_CTRL_Heart_Nucl_d03_A18.raw	1	18	Control	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Nucl_d03_A18.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
AJ_CTRL_Heart_Nucl_d05	Mus musculus	A/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13220	9W-12W	run 18	AJ_CTRL_Heart_Nucl_d05_A18.raw	1	18	Control	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Nucl_d05_A18.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
AJ_CTRL_Heart_Nucl_d07	Mus musculus	A/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13226	9W-12W	run 18	AJ_CTRL_Heart_Nucl_d07_A18.raw	1	18	Control	7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Nucl_d07_A18.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
AJ_CTRL_Heart_Nucl_d10	Mus musculus	A/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13232	9W-12W	run 18	AJ_CTRL_Heart_Nucl_d10_A18.raw	1	18	Control	10	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Nucl_d10_A18.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
AJ_CTRL_Heart_Nucl_d14	Mus musculus	A/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13238	9W-12W	run 18	AJ_CTRL_Heart_Nucl_d14_A18.raw	1	18	Control	14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Nucl_d14_A18.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
AJ_ISO_Heart_Nucl_d01	Mus musculus	A/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13236	9W-12W	run 18	AJ_ISO_Heart_Nucl_d01_A18.raw	1	18	Isoproterenol	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_ISO_Heart_Nucl_d01_A18.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
AJ_ISO_Heart_Nucl_d03	Mus musculus	A/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13242	9W-12W	run 18	AJ_ISO_Heart_Nucl_d03_A18.raw	1	18	Isoproterenol	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_ISO_Heart_Nucl_d03_A18.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
