Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[cell line]	assay name	comment[label]	comment[biological replicate]	comment[technich replicate]	comment[fraction identifier]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[data file]	Material Type	factor value[cell line]
Sample 53	Homo sapiens	not applicable	not available	breast carcinoma	HCC1806	run 276	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02980.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02980.raw	cell	HCC1806
Sample 53	Homo sapiens	not applicable	not available	breast carcinoma	HCC1806	run 277	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02981.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02981.raw	cell	HCC1806
Sample 53	Homo sapiens	not applicable	not available	breast carcinoma	HCC1806	run 278	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02983.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02983.raw	cell	HCC1806
Sample 53	Homo sapiens	not applicable	not available	breast carcinoma	HCC1806	run 279	AC=MS:1002038;NT=label free sample	2	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02984.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02984.raw	cell	HCC1806
Sample 53	Homo sapiens	not applicable	not available	breast carcinoma	HCC1806	run 280	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02986.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02986.raw	cell	HCC1806
Sample 54	Homo sapiens	not applicable	not available	breast carcinoma	HCC1806	run 281	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02988.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02988.raw	cell	HCC1806
Sample 54	Homo sapiens	not applicable	not available	breast carcinoma	HCC1806	run 282	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02989.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02989.raw	cell	HCC1806
Sample 54	Homo sapiens	not applicable	not available	breast carcinoma	HCC1806	run 283	AC=MS:1002038;NT=label free sample	2	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02990.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02990.raw	cell	HCC1806
Sample 54	Homo sapiens	not applicable	not available	breast carcinoma	HCC1937	run 284	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02992.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02992.raw	cell	HCC1937
Sample 54	Homo sapiens	not applicable	not available	breast carcinoma	HCC1937	run 285	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02993.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02993.raw	cell	HCC1937
Sample 55	Homo sapiens	not applicable	not available	breast carcinoma	HCC1937	run 286	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02994.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02994.raw	cell	HCC1937
Sample 55	Homo sapiens	not applicable	not available	breast carcinoma	HCC1937	run 287	AC=MS:1002038;NT=label free sample	2	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02995.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02995.raw	cell	HCC1937
Sample 55	Homo sapiens	not applicable	not available	breast carcinoma	HCC1937	run 288	AC=MS:1002038;NT=label free sample	2	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02996.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02996.raw	cell	HCC1937
Sample 55	Homo sapiens	not applicable	not available	breast carcinoma	HCC1937	run 289	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02998.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02998.raw	cell	HCC1937
Sample 55	Homo sapiens	not applicable	not available	breast carcinoma	HCC1937	run 290	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02999.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02999.raw	cell	HCC1937
Sample 56	Homo sapiens	not applicable	not available	breast carcinoma	HCC1937	run 291	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03000.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03000.raw	cell	HCC1937
Sample 56	Homo sapiens	not applicable	not available	breast carcinoma	HCC1937	run 292	AC=MS:1002038;NT=label free sample	2	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03001.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03001.raw	cell	HCC1937
Sample 56	Homo sapiens	not applicable	not available	breast carcinoma	HCC1937	run 293	AC=MS:1002038;NT=label free sample	2	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03002.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03002.raw	cell	HCC1937
Sample 56	Homo sapiens	not applicable	not available	breast carcinoma	HCC1806	run 294	AC=MS:1002038;NT=label free sample	2	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03006.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03006.raw	cell	HCC1806
Sample 56	Homo sapiens	not applicable	not available	breast carcinoma	HCC1806	run 295	AC=MS:1002038;NT=label free sample	2	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03007.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03007.raw	cell	HCC1806
Sample 57	Homo sapiens	not applicable	not available	breast carcinoma	HCC38	run 296	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03009.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03009.raw	cell	HCC38
Sample 57	Homo sapiens	not applicable	not available	breast carcinoma	HCC38	run 297	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03010.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03010.raw	cell	HCC38
Sample 57	Homo sapiens	not applicable	not available	breast carcinoma	HCC38	run 298	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03011.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03011.raw	cell	HCC38
Sample 57	Homo sapiens	not applicable	not available	breast carcinoma	HCC38	run 299	AC=MS:1002038;NT=label free sample	2	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03012.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03012.raw	cell	HCC38
Sample 57	Homo sapiens	not applicable	not available	breast carcinoma	HCC38	run 300	AC=MS:1002038;NT=label free sample	2	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03013.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03013.raw	cell	HCC38
Sample 58	Homo sapiens	not applicable	not available	breast carcinoma	HCC38	run 301	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03015.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03015.raw	cell	HCC38
Sample 58	Homo sapiens	not applicable	not available	breast carcinoma	HCC38	run 302	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03016.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03016.raw	cell	HCC38
Sample 58	Homo sapiens	not applicable	not available	breast carcinoma	HCC38	run 303	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03017.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03017.raw	cell	HCC38
Sample 58	Homo sapiens	not applicable	not available	breast carcinoma	HCC38	run 304	AC=MS:1002038;NT=label free sample	2	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03018.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03018.raw	cell	HCC38
Sample 58	Homo sapiens	not applicable	not available	breast carcinoma	HCC38	run 305	AC=MS:1002038;NT=label free sample	2	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03019.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03019.raw	cell	HCC38
Sample 59	Homo sapiens	not applicable	not available	breast carcinoma	HS578T	run 306	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03043.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03043.raw	cell	HS578T
Sample 59	Homo sapiens	not applicable	not available	breast carcinoma	HS578T	run 307	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03044.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03044.raw	cell	HS578T
Sample 59	Homo sapiens	not applicable	not available	breast carcinoma	HS578T	run 308	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03045.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03045.raw	cell	HS578T
Sample 59	Homo sapiens	not applicable	not available	breast carcinoma	HS578T	run 309	AC=MS:1002038;NT=label free sample	2	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03046.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03046.raw	cell	HS578T
Sample 59	Homo sapiens	not applicable	not available	breast carcinoma	HS578T	run 310	AC=MS:1002038;NT=label free sample	2	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03047.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03047.raw	cell	HS578T
Sample 60	Homo sapiens	not applicable	not available	breast carcinoma	HS578T	run 311	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03049.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03049.raw	cell	HS578T
Sample 60	Homo sapiens	not applicable	not available	breast carcinoma	HS578T	run 312	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03050.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03050.raw	cell	HS578T
Sample 60	Homo sapiens	not applicable	not available	breast carcinoma	HS578T	run 313	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03051.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03051.raw	cell	HS578T
Sample 60	Homo sapiens	not applicable	not available	breast carcinoma	HS578T	run 314	AC=MS:1002038;NT=label free sample	2	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03052.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03052.raw	cell	HS578T
Sample 60	Homo sapiens	not applicable	not available	breast carcinoma	HS578T	run 315	AC=MS:1002038;NT=label free sample	2	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03053.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03053.raw	cell	HS578T
Sample 61	Homo sapiens	not applicable	not available	breast carcinoma	MDAMB157	run 316	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03058.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03058.raw	cell	MDAMB157
Sample 61	Homo sapiens	not applicable	not available	breast carcinoma	MDAMB157	run 317	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03060.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03060.raw	cell	MDAMB157
Sample 61	Homo sapiens	not applicable	not available	breast carcinoma	MDAMB157	run 318	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03061.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03061.raw	cell	MDAMB157
Sample 61	Homo sapiens	not applicable	not available	breast carcinoma	MDAMB157	run 319	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03063.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03063.raw	cell	MDAMB157
Sample 61	Homo sapiens	not applicable	not available	breast carcinoma	MDAMB157	run 320	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03064.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03064.raw	cell	MDAMB157
Sample 62	Homo sapiens	not applicable	not available	breast carcinoma	MDAMB157	run 321	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03065.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03065.raw	cell	MDAMB157
Sample 62	Homo sapiens	not applicable	not available	breast carcinoma	MDAMB157	run 322	AC=MS:1002038;NT=label free sample	2	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03066.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03066.raw	cell	MDAMB157
