source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[enrichment process]	assay name	comment[file uri]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[Enrichment method]	comment[synthetic peptide]	comment[data file]	factor value[Enrichment method]	factor value[synthetic peptide]
Sample 14	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib59_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib59_TiO2.raw	TiO2	synthetic
Sample 271	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 271	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib60_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib60_direct.raw	not applicable	synthetic
Sample 102	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 102	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib60_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib60_IMAC.raw	IMAC	synthetic
Sample 281	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 281	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib60_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib60_TiO2.raw	TiO2	synthetic
Sample 50	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 50	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib61_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib61_direct.raw	not applicable	synthetic
Sample 305	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 305	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib61_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib61_IMAC.raw	IMAC	synthetic
Sample 288	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 288	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib61_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib61_TiO2.raw	TiO2	synthetic
Sample 295	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 295	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib62_direct_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib62_direct_2.raw	not applicable	synthetic
Sample 127	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 127	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib62_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib62_direct.raw	not applicable	synthetic
Sample 225	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 225	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib62_IMAC_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib62_IMAC_2.raw	IMAC	synthetic
Sample 264	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 264	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib62_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib62_IMAC.raw	IMAC	synthetic
Sample 282	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 282	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib62_TiO2_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib62_TiO2_2.raw	TiO2	synthetic
Sample 272	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 272	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib62_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib62_TiO2.raw	TiO2	synthetic
Sample 69	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 69	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib63_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib63_direct.raw	not applicable	synthetic
Sample 9	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 9	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib63_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib63_IMAC.raw	IMAC	synthetic
Sample 171	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 171	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib63_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib63_TiO2.raw	TiO2	synthetic
Sample 218	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 218	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib64_direct_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib64_direct_2.raw	not applicable	synthetic
Sample 122	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 122	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib64_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib64_direct.raw	not applicable	synthetic
Sample 135	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 135	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib64_IMAC_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib64_IMAC_2.raw	IMAC	synthetic
Sample 49	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 49	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib64_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib64_IMAC.raw	IMAC	synthetic
Sample 261	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 261	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib64_TiO2_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib64_TiO2_2.raw	TiO2	synthetic
Sample 149	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 149	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib64_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib64_TiO2.raw	TiO2	synthetic
Sample 211	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 211	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib65_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib65_direct.raw	not applicable	synthetic
Sample 245	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 245	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib65_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib65_IMAC.raw	IMAC	synthetic
Sample 116	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 116	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib65_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib65_TiO2.raw	TiO2	synthetic
Sample 10	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 10	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib66_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib66_direct.raw	not applicable	synthetic
Sample 123	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 123	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib66_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib66_IMAC.raw	IMAC	synthetic
Sample 41	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 41	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib66_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib66_TiO2.raw	TiO2	synthetic
Sample 241	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 241	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib67_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib67_direct.raw	not applicable	synthetic
Sample 200	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 200	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib67_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib67_IMAC.raw	IMAC	synthetic
Sample 331	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 331	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib67_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib67_TiO2.raw	TiO2	synthetic
Sample 79	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 79	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib68_direct_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib68_direct_2.raw	not applicable	synthetic
Sample 299	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 299	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib68_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib68_direct.raw	not applicable	synthetic
Sample 203	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 203	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib68_IMAC_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib68_IMAC_2.raw	IMAC	synthetic
Sample 86	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 86	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib68_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib68_IMAC.raw	IMAC	synthetic
Sample 30	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 30	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib68_TiO2_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib68_TiO2_2.raw	TIO2	synthetic
Sample 240	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 240	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib68_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib68_TiO2.raw	TIO2	synthetic
Sample 316	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 316	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib69_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib69_direct.raw	not applicable	synthetic
Sample 70	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 70	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib69_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib69_IMAC.raw	IMAC	synthetic
