source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[cell type]	characteristics[disease]	characteristics[individual]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[file uri]	comment[data file]
Sample 125	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 747	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150511_liver_324_P_03.raw	20150511_liver_324_P_03.raw
Sample 125	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 748	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150511_liver_324_P_04.raw	20150511_liver_324_P_04.raw
Sample 125	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 749	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150511_liver_324_P_05.raw	20150511_liver_324_P_05.raw
Sample 125	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 750	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150511_liver_324_P_06.raw	20150511_liver_324_P_06.raw
Sample 126	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 751	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150511_liver_324_T_01.raw	20150511_liver_324_T_01.raw
Sample 126	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 752	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150511_liver_324_T_02.raw	20150511_liver_324_T_02.raw
Sample 126	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 753	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150511_liver_324_T_03.raw	20150511_liver_324_T_03.raw
Sample 126	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 754	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150511_liver_324_T_04.raw	20150511_liver_324_T_04.raw
Sample 126	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 755	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150511_liver_324_T_05.raw	20150511_liver_324_T_05.raw
Sample 126	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 756	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150511_liver_324_T_06.raw	20150511_liver_324_T_06.raw
Sample 127	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 757	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150513_liver_322_P_01.raw	20150513_liver_322_P_01.raw
Sample 127	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 758	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150513_liver_322_P_02.raw	20150513_liver_322_P_02.raw
Sample 127	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 759	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150513_liver_322_P_03.raw	20150513_liver_322_P_03.raw
Sample 127	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 760	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150513_liver_322_P_04.raw	20150513_liver_322_P_04.raw
Sample 127	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 761	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150513_liver_322_P_05.raw	20150513_liver_322_P_05.raw
Sample 127	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 762	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150513_liver_322_P_06.raw	20150513_liver_322_P_06.raw
Sample 128	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 763	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150513_liver_322_T_01.raw	20150513_liver_322_T_01.raw
Sample 128	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 764	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150513_liver_322_T_02.raw	20150513_liver_322_T_02.raw
Sample 128	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 765	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150513_liver_322_T_03.raw	20150513_liver_322_T_03.raw
Sample 128	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 766	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150513_liver_322_T_04.raw	20150513_liver_322_T_04.raw
Sample 128	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 767	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150513_liver_322_T_05.raw	20150513_liver_322_T_05.raw
Sample 128	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 768	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150513_liver_322_T_06.raw	20150513_liver_322_T_06.raw
Sample 129	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 769	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150514_liver_334_P_01.raw	20150514_liver_334_P_01.raw
Sample 129	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 770	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150514_liver_334_P_02.raw	20150514_liver_334_P_02.raw
Sample 129	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 771	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150514_liver_334_P_03.raw	20150514_liver_334_P_03.raw
Sample 129	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 772	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150514_liver_334_P_04.raw	20150514_liver_334_P_04.raw
Sample 129	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 773	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150514_liver_334_P_05.raw	20150514_liver_334_P_05.raw
Sample 129	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 774	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150514_liver_334_P_06.raw	20150514_liver_334_P_06.raw
Sample 130	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 775	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150514_liver_334_T_01.raw	20150514_liver_334_T_01.raw
Sample 130	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 776	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150514_liver_334_T_02.raw	20150514_liver_334_T_02.raw
Sample 130	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 777	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150514_liver_334_T_03.raw	20150514_liver_334_T_03.raw
Sample 130	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 778	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150514_liver_334_T_04.raw	20150514_liver_334_T_04.raw
Sample 130	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 779	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150514_liver_334_T_05.raw	20150514_liver_334_T_05.raw
Sample 130	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 780	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150514_liver_334_T_06.raw	20150514_liver_334_T_06.raw
Sample 131	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 781	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150517_liver_337_P_01.raw	20150517_liver_337_P_01.raw
Sample 131	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 782	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150517_liver_337_P_02.raw	20150517_liver_337_P_02.raw
Sample 131	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 783	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150517_liver_337_P_03.raw	20150517_liver_337_P_03.raw
Sample 131	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 784	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150517_liver_337_P_04.raw	20150517_liver_337_P_04.raw
