source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[infect]	characteristics[enrichment process]	characteristics[time]	characteristics[disease]	characteristics[cell line]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[infect]	factor value[time]
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV	no enrichment	24 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 23	proteomic profiling by mass spectrometry	TMT132N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr23.raw	23	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr23.raw	SARS-CoV	24 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	mock	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 23	proteomic profiling by mass spectrometry	TMT132C	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr23.raw	23	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr23.raw	mock	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV-2	no enrichment	24 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 24	proteomic profiling by mass spectrometry	TMT126	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	24	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	SARS-CoV-2	24 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 24	proteomic profiling by mass spectrometry	TMT127N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	24	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	SARS-CoV	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	mock	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 24	proteomic profiling by mass spectrometry	TMT127C	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	24	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	mock	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV-2	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 24	proteomic profiling by mass spectrometry	TMT128N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	24	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	SARS-CoV-2	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV-2	no enrichment	12 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 24	proteomic profiling by mass spectrometry	TMT128C	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	24	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	SARS-CoV-2	12 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV-2	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 24	proteomic profiling by mass spectrometry	TMT129N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	24	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	SARS-CoV-2	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV	no enrichment	12 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 24	proteomic profiling by mass spectrometry	TMT129C	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	24	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	SARS-CoV	12 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	mock	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 24	proteomic profiling by mass spectrometry	TMT130N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	24	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	mock	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV-2	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 24	proteomic profiling by mass spectrometry	TMT130C	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	24	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	SARS-CoV-2	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 24	proteomic profiling by mass spectrometry	TMT131N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	24	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	SARS-CoV	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 24	proteomic profiling by mass spectrometry	TMT131C	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	24	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	SARS-CoV	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV	no enrichment	24 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 24	proteomic profiling by mass spectrometry	TMT132N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	24	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	SARS-CoV	24 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	mock	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 24	proteomic profiling by mass spectrometry	TMT132C	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	24	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr24.raw	mock	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV-2	no enrichment	24 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 25	proteomic profiling by mass spectrometry	TMT126	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	25	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	SARS-CoV-2	24 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 25	proteomic profiling by mass spectrometry	TMT127N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	25	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	SARS-CoV	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	mock	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 25	proteomic profiling by mass spectrometry	TMT127C	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	25	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	mock	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV-2	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 25	proteomic profiling by mass spectrometry	TMT128N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	25	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	SARS-CoV-2	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV-2	no enrichment	12 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 25	proteomic profiling by mass spectrometry	TMT128C	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	25	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	SARS-CoV-2	12 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV-2	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 25	proteomic profiling by mass spectrometry	TMT129N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	25	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	SARS-CoV-2	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV	no enrichment	12 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 25	proteomic profiling by mass spectrometry	TMT129C	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	25	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	SARS-CoV	12 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	mock	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 25	proteomic profiling by mass spectrometry	TMT130N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	25	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	mock	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV-2	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 25	proteomic profiling by mass spectrometry	TMT130C	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	25	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	SARS-CoV-2	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 25	proteomic profiling by mass spectrometry	TMT131N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	25	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	SARS-CoV	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 25	proteomic profiling by mass spectrometry	TMT131C	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	25	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	SARS-CoV	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV	no enrichment	24 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 25	proteomic profiling by mass spectrometry	TMT132N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	25	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	SARS-CoV	24 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	mock	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 25	proteomic profiling by mass spectrometry	TMT132C	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	25	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr25.raw	mock	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV-2	no enrichment	24 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 26	proteomic profiling by mass spectrometry	TMT126	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr26.raw	26	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr26.raw	SARS-CoV-2	24 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 26	proteomic profiling by mass spectrometry	TMT127N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr26.raw	26	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr26.raw	SARS-CoV	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	mock	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 26	proteomic profiling by mass spectrometry	TMT127C	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr26.raw	26	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr26.raw	mock	36 hour
Sample 13	Homo sapiens	lung	adult	43Y	male	SARS-CoV-2	no enrichment	36 hour	non-small cell lung cancer	H1299	not available	not available	not available	1	cell	run 26	proteomic profiling by mass spectrometry	TMT128N	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD018581/Animal_20200325_TM_HStmtpro_CoV12_fr26.raw	26	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	not available	not available	Animal_20200325_TM_HStmtpro_CoV12_fr26.raw	SARS-CoV-2	36 hour
