#file_format=SDRF
#version=v1.1.0
#template=ms-proteomics,version=v1.1.0
source name	characteristics[organism]	characteristics[cell type]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[phenotype]	assay name	technology type	comment[plasmodium strain]	comment[proteomexchange accession number]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[phenotype]
Sample 12	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 12	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_R4_12.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_R4_12.raw	1	4	ITRAQ117	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 1	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 1	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_1_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_1_R5.raw	1	5	ITRAQ116	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 2	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 2	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_2_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_2_R5.raw	1	5	ITRAQ116	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 3	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 3	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_3_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_3_R5.raw	1	5	ITRAQ116	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 4	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 4	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_4_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_4_R5.raw	1	5	ITRAQ116	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 5	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 5	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_5_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_5_R5.raw	1	5	ITRAQ116	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 6	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 6	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_6_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_6_R5.raw	1	5	ITRAQ116	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 7	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 7	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_7_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_7_R5.raw	1	5	ITRAQ116	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 8	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 8	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_8_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_8_R5.raw	1	5	ITRAQ116	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 9	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 9	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_9_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_9_R5.raw	1	5	ITRAQ116	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 10	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 10	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_10_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_10_R5.raw	1	5	ITRAQ116	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 11	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 11	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_11_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_11_R5.raw	1	5	ITRAQ116	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 12	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 12	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_12_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_12_R5.raw	1	5	ITRAQ116	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 13	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 13	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_14_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_14_R5.raw	1	5	ITRAQ116	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 1	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 1	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_1_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_1_R5.raw	1	5	ITRAQ117	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 2	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 2	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_2_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_2_R5.raw	1	5	ITRAQ117	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 3	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 3	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_3_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_3_R5.raw	1	5	ITRAQ117	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 4	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 4	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_4_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_4_R5.raw	1	5	ITRAQ117	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 5	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 5	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_5_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_5_R5.raw	1	5	ITRAQ117	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 6	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 6	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_6_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_6_R5.raw	1	5	ITRAQ117	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 7	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 7	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_7_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_7_R5.raw	1	5	ITRAQ117	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 8	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 8	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_8_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_8_R5.raw	1	5	ITRAQ117	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 9	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 9	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_9_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_9_R5.raw	1	5	ITRAQ117	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 10	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 10	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_10_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_10_R5.raw	1	5	ITRAQ117	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
Sample 11	plasmodium falciparum	schizonts	Homo Sapiens	not available	RBC	not available	1	CDPK1 knockdown	run 11	proteomic profiling by mass spectrometry	3D7	PXC005207	NT=Data-dependent acquisition;AC=PRIDE:0000627	CDPK1_phospho_11_R5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005207/CDPK1_phospho_11_R5.raw	1	5	ITRAQ117	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=Q,C;MT=Variable	NT=iTRAQ;PP=Any N-term;TA=K;AC=UNIMOD:214;MT=fixed	20 ppm	0.02 Da	CDPK1 knockdown
