#fileformat=SDRF
#version=v1.1.0
#template=default
#template_version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[plasmodium strain]	comment[treatment]	comment[proteomexchange accession number]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[modification parameters].3	comment[precursor mass tolerance]	comment[fragment mass tolerance]
Sample 7	plasmodium falciparum	not applicable	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	vehicle	PXD002266	NT=Data-dependent acquisition;AC=PRIDE:0000627	130830_001_UL01504-LS-17.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD001684/130830_001_UL01504-LS-17.raw	17	1	TMT126	AC=MS:1001742;NT=LTQ Orbitrap Velos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 8	plasmodium falciparum	not applicable	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	Compound 2	PXD002266	NT=Data-dependent acquisition;AC=PRIDE:0000627	130830_001_UL01504-LS-17.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD001684/130830_001_UL01504-LS-17.raw	17	1	TMT127	AC=MS:1001742;NT=LTQ Orbitrap Velos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 9	plasmodium falciparum	not applicable	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	vehicle	PXD002266	NT=Data-dependent acquisition;AC=PRIDE:0000627	130830_001_UL01504-LS-17.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD001684/130830_001_UL01504-LS-17.raw	17	1	TMT128	AC=MS:1001742;NT=LTQ Orbitrap Velos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 10	plasmodium falciparum	not applicable	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	Compound 2	PXD002266	NT=Data-dependent acquisition;AC=PRIDE:0000627	130830_001_UL01504-LS-17.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD001684/130830_001_UL01504-LS-17.raw	17	1	TMT129	AC=MS:1001742;NT=LTQ Orbitrap Velos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 11	plasmodium falciparum	not applicable	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	vehicle	PXD002266	NT=Data-dependent acquisition;AC=PRIDE:0000627	130830_001_UL01504-LS-17.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD001684/130830_001_UL01504-LS-17.raw	17	1	TMT130	AC=MS:1001742;NT=LTQ Orbitrap Velos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 12	plasmodium falciparum	not applicable	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	Compound 2	PXD002266	NT=Data-dependent acquisition;AC=PRIDE:0000627	130830_001_UL01504-LS-17.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD001684/130830_001_UL01504-LS-17.raw	17	1	TMT131	AC=MS:1001742;NT=LTQ Orbitrap Velos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 7	plasmodium falciparum	not applicable	schizonts	not applicable	1	run 36	proteomic profiling by mass spectrometry	3D7	vehicle	PXD002266	NT=Data-dependent acquisition;AC=PRIDE:0000627	130830_001_UL01504-LS-18.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD001684/130830_001_UL01504-LS-18.raw	18	1	TMT126	AC=MS:1001742;NT=LTQ Orbitrap Velos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 8	plasmodium falciparum	not applicable	schizonts	not applicable	1	run 36	proteomic profiling by mass spectrometry	3D7	Compound 2	PXD002266	NT=Data-dependent acquisition;AC=PRIDE:0000627	130830_001_UL01504-LS-18.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD001684/130830_001_UL01504-LS-18.raw	18	1	TMT127	AC=MS:1001742;NT=LTQ Orbitrap Velos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 9	plasmodium falciparum	not applicable	schizonts	not applicable	1	run 36	proteomic profiling by mass spectrometry	3D7	vehicle	PXD002266	NT=Data-dependent acquisition;AC=PRIDE:0000627	130830_001_UL01504-LS-18.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD001684/130830_001_UL01504-LS-18.raw	18	1	TMT128	AC=MS:1001742;NT=LTQ Orbitrap Velos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 10	plasmodium falciparum	not applicable	schizonts	not applicable	1	run 36	proteomic profiling by mass spectrometry	3D7	Compound 2	PXD002266	NT=Data-dependent acquisition;AC=PRIDE:0000627	130830_001_UL01504-LS-18.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD001684/130830_001_UL01504-LS-18.raw	18	1	TMT129	AC=MS:1001742;NT=LTQ Orbitrap Velos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 11	plasmodium falciparum	not applicable	schizonts	not applicable	1	run 36	proteomic profiling by mass spectrometry	3D7	vehicle	PXD002266	NT=Data-dependent acquisition;AC=PRIDE:0000627	130830_001_UL01504-LS-18.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD001684/130830_001_UL01504-LS-18.raw	18	1	TMT130	AC=MS:1001742;NT=LTQ Orbitrap Velos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 12	plasmodium falciparum	not applicable	schizonts	not applicable	1	run 36	proteomic profiling by mass spectrometry	3D7	Compound 2	PXD002266	NT=Data-dependent acquisition;AC=PRIDE:0000627	130830_001_UL01504-LS-18.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD001684/130830_001_UL01504-LS-18.raw	18	1	TMT131	AC=MS:1001742;NT=LTQ Orbitrap Velos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
